acc_date	doc_text	sum_doc	my_debit	my_credit
02.08.2021	Акт №1339 от 02.04.2021 (Счет-фактура №1339 от 02.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1347 от 13.04.2021 (Счет-фактура №1347 от 13.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1351 от 06.04.2021 (Счет-фактура №1351 от 06.04.2021)	80000.00	-	80000.00
02.08.2021	Акт №1354 от 13.04.2021 (Счет-фактура №1354 от 13.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1374 от 17.04.2021 (Счет-фактура №1374 от 17.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1386 от 16.04.2021 (Счет-фактура №1386 от 15.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1387 от 14.04.2021 (Счет-фактура №1387 от 14.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1403 от 17.04.2021 (Счет-фактура №1403 от 17.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1405 от 16.04.2021 (Счет-фактура №1405 от 16.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1408 от 09.04.2021 (Счет-фактура №1408 от 09.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1409 от 09.04.2021 (Счет-фактура №1409 от 09.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1410 от 09.04.2021 (Счет-фактура №1410 от 09.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1411 от 14.04.2021 (Счет-фактура №1411 от 14.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1412 от 05.04.2021 (Счет-фактура №1412 от 05.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1414 от 14.04.2021 (Счет-фактура №1414 от 14.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1420 от 29.03.2021 (Счет-фактура №1420 от 29.03.2021)	37000.00	-	37000.00
02.08.2021	Акт №1425 от 04.04.2021 (Счет-фактура №1425 от 04.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1426 от 05.04.2021 (Счет-фактура №1426 от 05.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1427 от 05.04.2021 (Счет-фактура №1427 от 05.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1428 от 06.04.2021 (Счет-фактура №1428 от 06.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1434 от 08.04.2021 (Счет-фактура №1434 от 08.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1436 от 08.04.2021 (Счет-фактура №1436 от 08.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1437 от 10.04.2021 (Счет-фактура №1437 от 10.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1438 от 10.04.2021 (Счет-фактура №1438 от 10.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1439 от 10.04.2021 (Счет-фактура №1439 от 10.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1440 от 11.04.2021 (Счет-фактура №1440 от 11.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1442 от 11.04.2021 (Счет-фактура №1442 от 11.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1478 от 26.04.2021 (Счет-фактура №1476 от 26.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1483 от 03.04.2021 (Счет-фактура №1483 от 03.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1484 от 05.04.2021 (Счет-фактура №1484 от 05.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1485 от 08.04.2021 (Счет-фактура №1485 от 08.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1486 от 25.04.2021 (Счет-фактура №1486 от 25.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1487 от 08.04.2021 (Счет-фактура №1487 от 08.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1488 от 08.04.2021 (Счет-фактура №1488 от 08.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1489 от 09.04.2021 (Счет-фактура №1489 от 09.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1490 от 09.04.2021 (Счет-фактура №1490 от 09.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1495 от 16.03.2021 (Счет-фактура №1495 от 16.03.2021)	37000.00	-	37000.00
02.08.2021	Акт №1497 от 03.04.2021 (Счет-фактура №1497 от 03.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1498 от 04.04.2021 (Счет-фактура №1498 от 04.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1499 от 07.04.2021 (Счет-фактура №1499 от 07.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1501 от 12.04.2021 (Счет-фактура №1501 от 12.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1502 от 15.04.2021 (Счет-фактура №1502 от 15.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1503 от 04.04.2021 (Счет-фактура №1503 от 04.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1504 от 14.04.2021 (Счет-фактура №1504 от 14.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1505 от 15.04.2021 (Счет-фактура №1505 от 15.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1506 от 16.04.2021 (Счет-фактура №1506 от 16.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1511 от 25.04.2021 (Счет-фактура №1511 от 25.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1529 от 15.04.2021 (Счет-фактура №1529 от 15.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1530 от 14.04.2021 (Счет-фактура №1530 от 14.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1531 от 23.04.2021 (Счет-фактура №1531 от 23.04.2021)	39000.00	-	39000.00
02.08.2021	Акт №1532 от 12.04.2021 (Счет-фактура №1532 от 12.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1533 от 08.04.2021 (Счет-фактура №1533 от 06.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1534 от 14.04.2021 (Счет-фактура №1534 от 14.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1535 от 15.04.2021 (Счет-фактура №1535 от 15.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1536 от 15.04.2021 (Счет-фактура №1536 от 15.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1538 от 13.04.2021 (Счет-фактура №1538 от 13.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1539 от 12.04.2021 (Счет-фактура №1539 от 12.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1541 от 11.04.2021 (Счет-фактура №1541 от 11.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1543 от 11.04.2021 (Счет-фактура №1543 от 11.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1545 от 21.04.2021 (Счет-фактура №1545 от 21.04.2021)	80000.00	-	80000.00
02.08.2021	Акт №1546 от 08.04.2021 (Счет-фактура №1546 от 08.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1547 от 06.04.2021 (Счет-фактура №1547 от 06.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1548 от 04.04.2021 (Счет-фактура №1548 от 04.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1549 от 03.04.2021 (Счет-фактура №1549 от 03.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1550 от 06.04.2021 (Счет-фактура №1550 от 06.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1551 от 11.04.2021 (Счет-фактура №1551 от 11.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1552 от 07.04.2021 (Счет-фактура №1552 от 07.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1554 от 10.04.2021 (Счет-фактура №1554 от 10.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1555 от 14.04.2021 (Счет-фактура №1555 от 14.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1556 от 13.04.2021 (Счет-фактура №1556 от 13.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1558 от 12.04.2021 (Счет-фактура №1558 от 12.04.2021)	80000.00	-	80000.00
02.08.2021	Акт №1559 от 12.04.2021 (Счет-фактура №1559 от 12.04.2021)	80000.00	-	80000.00
02.08.2021	Акт №1576 от 10.04.2021 (Счет-фактура №1576 от 10.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1577 от 09.04.2021 (Счет-фактура №1577 от 09.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1578 от 03.04.2021 (Счет-фактура №1578 от 03.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1579 от 10.04.2021 (Счет-фактура №1579 от 10.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1580 от 05.04.2021 (Счет-фактура №1580 от 05.04.2021)	80000.00	-	80000.00
02.08.2021	Акт №1581 от 26.03.2021 (Счет-фактура №1581 от 26.03.2021)	37000.00	-	37000.00
02.08.2021	Акт №1583 от 27.03.2021 (Счет-фактура №1583 от 27.03.2021)	37000.00	-	37000.00
02.08.2021	Акт №1600 от 25.04.2021 (Счет-фактура №1600 от 25.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1663 от 23.04.2021 (Счет-фактура №1663 от 23.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1664 от 25.04.2021 (Счет-фактура №1664 от 25.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1665 от 23.04.2021 (Счет-фактура №1665 от 23.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1666 от 24.04.2021 (Счет-фактура №1666 от 24.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1667 от 27.04.2021 (Счет-фактура №1667 от 27.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1668 от 23.04.2021 (Счет-фактура №1668 от 23.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1669 от 23.04.2021 (Счет-фактура №1669 от 23.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1678 от 06.05.2021 (Счет-фактура №1678 от 06.05.2021)	39000.00	-	39000.00
02.08.2021	Акт №1680 от 07.05.2021 (Счет-фактура №1680 от 07.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1682 от 04.05.2021 (Счет-фактура №1682 от 04.05.2021)	39000.00	-	39000.00
02.08.2021	Акт №1684 от 08.05.2021 (Счет-фактура №1684 от 08.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1685 от 08.05.2021 (Счет-фактура №1685 от 08.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1688 от 25.04.2021 (Счет-фактура №1688 от 25.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1690 от 24.04.2021 (Счет-фактура №1690 от 24.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1692 от 02.05.2021 (Счет-фактура №1692 от 02.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1693 от 01.05.2021 (Счет-фактура №1693 от 01.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1694 от 29.04.2021 (Счет-фактура №1694 от 29.04.2021)	39000.00	-	39000.00
02.08.2021	Акт №1696 от 27.04.2021 (Счет-фактура №1696 от 27.04.2021)	39000.00	-	39000.00
02.08.2021	Акт №1697 от 27.04.2021 (Счет-фактура №1697 от 27.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1698 от 27.04.2021 (Счет-фактура №1698 от 27.04.2021)	39000.00	-	39000.00
02.08.2021	Акт №1699 от 25.04.2021 (Счет-фактура №1699 от 25.04.2021)	39000.00	-	39000.00
02.08.2021	Акт №1702 от 07.05.2021 (Счет-фактура №1702 от 07.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1705 от 08.05.2021 (Счет-фактура №1705 от 08.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №171 от 19.01.2021 (Счет-фактура №171 от 19.01.2021)	37000.00	-	37000.00
02.08.2021	Акт №1786 от 16.05.2021 (Счет-фактура №1786 от 16.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1797 от 16.05.2021 (Счет-фактура №1797 от 16.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1807 от 16.05.2021 (Счет-фактура №1807 от 16.05.2021)	39000.00	-	39000.00
02.08.2021	Акт №1808 от 02.05.2021 (Счет-фактура №1808 от 02.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1810 от 08.05.2021 (Счет-фактура №1810 от 08.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1811 от 06.05.2021 (Счет-фактура №1811 от 06.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1816 от 08.05.2021 (Счет-фактура №1816 от 08.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1819 от 02.05.2021 (Счет-фактура №1819 от 02.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1821 от 02.05.2021 (Счет-фактура №1821 от 02.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1822 от 02.05.2021 (Счет-фактура №1822 от 02.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1823 от 08.05.2021 (Счет-фактура №1823 от 08.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1826 от 01.05.2021 (Счет-фактура №1826 от 01.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1830 от 16.04.2021 (Счет-фактура №1830 от 16.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1835 от 01.05.2021 (Счет-фактура №1835 от 01.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1836 от 23.04.2021 (Счет-фактура №1836 от 23.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1838 от 28.04.2021 (Счет-фактура №1837 от 28.04.2021)	55000.00	-	55000.00
02.08.2021	Акт №1842 от 07.05.2021 (Счет-фактура №1842 от 07.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1843 от 07.05.2021 (Счет-фактура №1843 от 07.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1844 от 04.05.2021 (Счет-фактура №1844 от 04.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1848 от 07.05.2021 (Счет-фактура №1848 от 07.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1850 от 02.05.2021 (Счет-фактура №1850 от 02.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1851 от 06.05.2021 (Счет-фактура №1851 от 06.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1853 от 07.05.2021 (Счет-фактура №1853 от 07.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1855 от 01.05.2021 (Счет-фактура №1855 от 01.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1902 от 04.05.2021 (Счет-фактура №1902 от 04.05.2021)	39000.00	-	39000.00
02.08.2021	Акт №1904 от 19.05.2021 (Счет-фактура №1904 от 19.05.2021)	80000.00	-	80000.00
02.08.2021	Акт №1905 от 16.05.2021 (Счет-фактура №1905 от 16.05.2021)	80000.00	-	80000.00
02.08.2021	Акт №1906 от 02.05.2021 (Счет-фактура №1906 от 02.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1907 от 12.05.2021 (Счет-фактура №1907 от 12.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1908 от 06.05.2021 (Счет-фактура №1908 от 06.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1909 от 11.05.2021 (Счет-фактура №1909 от 11.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1910 от 08.05.2021 (Счет-фактура №1910 от 08.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1912 от 13.05.2021 (Счет-фактура №1912 от 13.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1913 от 12.05.2021 (Счет-фактура №1913 от 12.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1914 от 15.05.2021 (Счет-фактура №1914 от 15.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1915 от 15.05.2021 (Счет-фактура №1915 от 15.05.2021)	39000.00	-	39000.00
02.08.2021	Акт №1916 от 15.05.2021 (Счет-фактура №1916 от 15.05.2021)	39000.00	-	39000.00
02.08.2021	Акт №1917 от 15.05.2021 (Счет-фактура №1917 от 15.05.2021)	39000.00	-	39000.00
02.08.2021	Акт №1918 от 14.05.2021 (Счет-фактура №1918 от 14.05.2021)	39000.00	-	39000.00
02.08.2021	Акт №1919 от 15.05.2021 (Счет-фактура №1919 от 15.05.2021)	39000.00	-	39000.00
02.08.2021	Акт №1920 от 10.05.2021 (Счет-фактура №1920 от 10.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1923 от 13.05.2021 (Счет-фактура №1923 от 13.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1924 от 10.05.2021 (Счет-фактура №1924 от 10.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1927 от 15.04.2021 (Счет-фактура №1927 от 15.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1928 от 23.04.2021 (Счет-фактура №1928 от 23.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1929 от 16.04.2021 (Счет-фактура №1929 от 16.04.2021)	80000.00	-	80000.00
02.08.2021	Акт №1930 от 17.04.2021 (Счет-фактура №1930 от 17.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1932 от 25.04.2021 (Счет-фактура №1932 от 25.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1934 от 24.04.2021 (Счет-фактура №1934 от 24.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1935 от 14.04.2021 (Счет-фактура №1935 от 14.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1937 от 04.04.2021 (Счет-фактура №1937 от 04.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1938 от 30.04.2021 (Счет-фактура №1938 от 30.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1939 от 23.04.2021 (Счет-фактура №1939 от 23.04.2021)	39000.00	-	39000.00
02.08.2021	Акт №1940 от 27.04.2021 (Счет-фактура №1940 от 27.04.2021)	39000.00	-	39000.00
02.08.2021	Акт №1944 от 21.05.2021 (Счет-фактура №1944 от 21.05.2021)	80000.00	-	80000.00
02.08.2021	Акт №1945 от 24.04.2021 (Счет-фактура №1945 от 24.04.2021)	39000.00	-	39000.00
02.08.2021	Акт №1946 от 11.05.2021 (Счет-фактура №1946 от 11.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1947 от 11.05.2021 (Счет-фактура №1947 от 11.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1948 от 13.05.2021 (Счет-фактура №1948 от 13.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1949 от 14.05.2021 (Счет-фактура №1949 от 14.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1950 от 08.05.2021 (Счет-фактура №1950 от 08.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1951 от 04.05.2021 (Счет-фактура №1951 от 07.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1952 от 25.04.2021 (Счет-фактура №1952 от 25.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1953 от 16.05.2021 (Счет-фактура №1953 от 16.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1954 от 15.05.2021 (Счет-фактура №1954 от 15.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1955 от 15.05.2021 (Счет-фактура №1955 от 15.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1956 от 15.05.2021 (Счет-фактура №1956 от 15.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1957 от 15.05.2021 (Счет-фактура №1957 от 15.05.2021)	39000.00	-	39000.00
02.08.2021	Акт №1959 от 13.05.2021 (Счет-фактура №1959 от 13.05.2021)	39000.00	-	39000.00
02.08.2021	Акт №1991 от 06.05.2021 (Счет-фактура №1991 от 06.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №1997 от 23.04.2021 (Счет-фактура №1997 от 23.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №1999 от 23.04.2021 (Счет-фактура №1999 от 23.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №2000 от 25.04.2021 (Счет-фактура №2000 от 25.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №2001 от 02.04.2021 (Счет-фактура №2001 от 02.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №2003 от 24.04.2021 (Счет-фактура №2003 от 24.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №2010 от 15.05.2021 (Счет-фактура №2010 от 15.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №2011 от 12.05.2021 (Счет-фактура №2011 от 12.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №2013 от 08.05.2021 (Счет-фактура №2013 от 08.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №2015 от 12.05.2021 (Счет-фактура №2015 от 12.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №2016 от 15.05.2021 (Счет-фактура №2016 от 15.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №2020 от 16.05.2021 (Счет-фактура №2020 от 16.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №2022 от 06.05.2021 (Счет-фактура №2022 от 06.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №2023 от 13.05.2021 (Счет-фактура №2023 от 13.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №2024 от 08.05.2021 (Счет-фактура №2024 от 08.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №2025 от 20.05.2021 (Счет-фактура №2025 от 20.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №2031 от 11.05.2021 (Счет-фактура №2031 от 11.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №2035 от 16.05.2021 (Счет-фактура №2035 от 16.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №2052 от 14.05.2021 (Счет-фактура №2052 от 14.05.2021)	39000.00	-	39000.00
02.08.2021	Акт №2053 от 14.05.2021 (Счет-фактура №2053 от 14.05.2021)	39000.00	-	39000.00
02.08.2021	Акт №2059 от 12.04.2021 (Счет-фактура №2059 от 12.04.2021)	37000.00	-	37000.00
02.08.2021	Акт №2061 от 13.05.2021 (Счет-фактура №2061 от 13.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №2063 от 14.05.2021 (Счет-фактура №2063 от 14.05.2021)	39000.00	-	39000.00
02.08.2021	Акт №2071 от 06.05.2021 (Счет-фактура №2071 от 06.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №2072 от 18.05.2021 (Счет-фактура №2072 от 18.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №2073 от 11.05.2021 (Счет-фактура №2073 от 11.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №2074 от 15.05.2021 (Счет-фактура №2074 от 15.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №2075 от 10.05.2021 (Счет-фактура №2075 от 10.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №2076 от 24.05.2021 (Счет-фактура №2076 от 24.05.2021)	80000.00	-	80000.00
02.08.2021	Акт №2077 от 29.05.2021 (Счет-фактура №2077 от 29.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №2079 от 26.05.2021 (Счет-фактура №2079 от 26.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №2083 от 24.05.2021 (Счет-фактура №2083 от 24.05.2021)	80000.00	-	80000.00
02.08.2021	Акт №2084 от 20.05.2021 (Счет-фактура №2084 от 20.05.2021)	80000.00	-	80000.00
02.08.2021	Акт №2086 от 18.05.2021 (Счет-фактура №2086 от 18.05.2021)	39000.00	-	39000.00
02.08.2021	Акт №2087 от 19.05.2021 (Счет-фактура №2087 от 19.05.2021)	39000.00	-	39000.00
02.08.2021	Акт №2156 от 03.06.2021 (Счет-фактура №2156 от 03.06.2021)	39000.00	-	39000.00
02.08.2021	Акт №2187 от 03.06.2021 (Счет-фактура №2167 от 03.06.2021)	37000.00	-	37000.00
02.08.2021	Акт №2188 от 28.05.2021 (Счет-фактура №2188 от 28.05.2021)	80000.00	-	80000.00
02.08.2021	Акт №2257 от 09.06.2021 (Счет-фактура №2257 от 09.06.2021)	37000.00	-	37000.00
02.08.2021	Акт №2258 от 28.06.2021 (Счет-фактура №2258 от 28.06.2021)	37000.00	-	37000.00
02.08.2021	Акт №2259 от 18.05.2021 (Счет-фактура №2259 от 18.05.2021)	37000.00	-	37000.00
02.08.2021	Акт №2260 от 13.06.2021 (Счет-фактура №2260 от 13.06.2021)	37000.00	-	37000.00
02.08.2021	Акт №2265 от 03.06.2021 (Счет-фактура №2265 от 03.06.2021)	39000.00	-	39000.00
02.08.2021	Акт №2266 от 14.06.2021 (Счет-фактура №2266 от 14.06.2021)	37000.00	-	37000.00
02.08.2021	Акт №2267 от 13.06.2021 (Счет-фактура №2267 от 13.06.2021)	37000.00	-	37000.00
02.08.2021	Акт №2268 от 13.06.2021 (Счет-фактура №2268 от 13.06.2021)	37000.00	-	37000.00
02.08.2021	Акт №2269 от 13.06.2021 (Счет-фактура №2269 от 13.06.2021)	37000.00	-	37000.00
02.08.2021	Акт №2270 от 12.06.2021 (Счет-фактура №2270 от 12.06.2021)	37000.00	-	37000.00
02.08.2021	Акт №2271 от 11.06.2021 (Счет-фактура №2271 от 11.06.2021)	37000.00	-	37000.00
02.08.2021	Акт №2272 от 13.06.2021 (Счет-фактура №2272 от 13.06.2021)	37000.00	-	37000.00
02.08.2021	Акт №2273 от 15.06.2021 (Счет-фактура №2273 от 15.06.2021)	37000.00	-	37000.00
02.08.2021	Акт №2274 от 15.06.2021 (Счет-фактура №2274 от 15.06.2021)	37000.00	-	37000.00
